name,genre,year,gross,released2
The Longest Ride,Drama,2015,62944815.0,2015-04-10
Danny Collins,Biography,2015,10835752.0,2015-04-10
Lost River,Drama,2014,615500.0,2015-04-10
Kill Me Three Times,Action,2014,101807.0,2015-04-10
Furious 7,Action,2015,1515341399.0,2015-04-03
Get Hard,Comedy,2015,111711453.0,2015-03-27
Home,Animation,2015,386041607.0,2015-03-27
Zombeavers,Action,2014,54985.0,2015-03-20
Lost and Love,Drama,2015,34930177.0,2015-03-20
Spring,Horror,2014,49970.0,2015-03-20
The Gunman,Action,2015,24177137.0,2015-03-20
The Divergent Series: Insurgent,Action,2015,297002527.0,2015-03-20
It Follows,Horror,2014,21947454.0,2015-03-13
Cinderella,Drama,2015,542358331.0,2015-03-13
Run All Night,Action,2015,71561644.0,2015-03-13
Unfinished Business,Comedy,2015,14431253.0,2015-03-06
Chappie,Action,2015,102811889.0,2015-03-06
The Second Best Exotic Marigold Hotel,Comedy,2015,85978292.0,2015-03-06
Empire of Lust,Action,2015,3191168.0,2015-03-05
The Salvation,Action,2014,1363964.0,2015-02-27
Focus,Comedy,2015,158762963.0,2015-02-27
The Lazarus Effect,Horror,2015,38356892.0,2015-02-27
Maps to the Stars,Comedy,2014,4510934.0,2015-02-27
Serena,Drama,2014,5092129.0,2015-02-26
The DUFF,Comedy,2015,43709744.0,2015-02-20
Still Alice,Drama,2014,44779195.0,2015-02-20
"McFarland, USA",Biography,2015,45710059.0,2015-02-20
Hot Tub Time Machine 2,Comedy,2015,13081651.0,2015-02-20
Fifty Shades of Grey,Drama,2015,569651467.0,2015-02-13
What We Do in the Shadows,Comedy,2014,7253160.0,2015-02-13
Kingsman: The Secret Service,Action,2014,414351546.0,2015-02-13
The SpongeBob Movie: Sponge Out of Water,Animation,2015,325186032.0,2015-02-06
Seventh Son,Action,2014,114178613.0,2015-02-06
Jupiter Ascending,Action,2015,183887723.0,2015-02-06
Leviathan,Crime,2014,4439481.0,2015-02-05
Men & Chicken,Comedy,2015,4765472.0,2015-02-05
A Most Violent Year,Action,2014,12007070.0,2015-01-30
Project Almanac,Drama,2015,33213241.0,2015-01-30
Black or White,Drama,2014,21833967.0,2015-01-30
The Loft,Mystery,2014,11020402.0,2015-01-30
Black Sea,Adventure,2014,4070789.0,2015-01-23
Mortdecai,Action,2015,47275717.0,2015-01-23
The Duke of Burgundy,Drama,2014,185147.0,2015-01-23
The Boy Next Door,Thriller,2015,52425855.0,2015-01-23
Cake,Drama,2014,2433850.0,2015-01-23
Strange Magic,Animation,2015,13603453.0,2015-01-23
Paddington,Animation,2014,282377683.0,2015-01-16
Testament of Youth,Biography,2014,5874883.0,2015-01-16
The Wedding Ringer,Comedy,2015,79799880.0,2015-01-16
American Sniper,Action,2014,547426372.0,2015-01-16
Blackhat,Action,2015,19652057.0,2015-01-16
Foxcatcher,Biography,2014,19206513.0,2015-01-16
Tanner Hall,Drama,2009,5073.0,2015-01-15
Wild Card,Action,2015,6738764.0,2015-01-14
Taken 3,Action,2014,326479141.0,2015-01-09
Inherent Vice,Comedy,2014,14710975.0,2015-01-09
Selma,Biography,2014,66787908.0,2015-01-09
Predestination,Action,2014,4942449.0,2015-01-09
Force Majeure,Comedy,2014,4094339.0,2014-12-30
The Water Diviner,Drama,2014,38176317.0,2014-12-26
The Imitation Game,Biography,2014,233555708.0,2014-12-25
Big Eyes,Biography,2014,29253166.0,2014-12-25
The Gambler,Crime,2014,39280992.0,2014-12-25
Into the Woods,Adventure,2014,212902372.0,2014-12-25
Unbroken,Action,2014,161459297.0,2014-12-25
The Interview,Action,2014,11782625.0,2014-12-24
PK,Comedy,2014,100370104.0,2014-12-19
Night at the Museum: Secret of the Tomb,Adventure,2014,363204635.0,2014-12-19
Annie,Comedy,2014,136853506.0,2014-12-19
Wild,Adventure,2014,52501541.0,2014-12-19
The Hobbit: The Battle of the Five Armies,Adventure,2014,962182865.0,2014-12-17
Exodus: Gods and Kings,Action,2014,268175631.0,2014-12-12
Top Five,Comedy,2014,26117471.0,2014-12-12
Son of a Gun,Action,2014,660241.0,2014-12-11
Dear White People,Comedy,2014,4633961.0,2014-12-04
The Babadook,Drama,2014,10312540.0,2014-11-28
Horrible Bosses 2,Comedy,2014,107645357.0,2014-11-26
Penguins of Madagascar,Animation,2014,373515621.0,2014-11-26
The Theory of Everything,Biography,2014,123726688.0,2014-11-26
The Hunger Games: Mockingjay - Part 1,Action,2014,755356711.0,2014-11-21
No Good Deed,Crime,2002,1440653.0,2014-11-20
Beyond the Lights,Drama,2014,14618727.0,2014-11-14
Third Person,Drama,2013,2624761.0,2014-11-14
Dumb and Dumber to,Comedy,2014,169837010.0,2014-11-14
Birdman or (The Unexpected Virtue of Ignorance),Comedy,2014,103215094.0,2014-11-14
Interstellar,Adventure,2014,701729206.0,2014-11-07
The Good Lie,Biography,2014,3396345.0,2014-11-07
Big Hero 6,Animation,2014,657869686.0,2014-11-07
Before I Go to Sleep,Drama,2014,17669776.0,2014-10-31
Nightcrawler,Crime,2014,47398992.0,2014-10-31
Laggies,Comedy,2014,2379154.0,2014-10-24
Ouija,Horror,2014,103687316.0,2014-10-24
John Wick,Action,2014,86081711.0,2014-10-24
St. Vincent,Comedy,2014,54837234.0,2014-10-24
"Love, Rosie",Comedy,2014,25574387.0,2014-10-22
The Best of Me,Drama,2014,38609668.0,2014-10-17
"Men, Women & Children",Comedy,2014,1705908.0,2014-10-17
The Book of Life,Animation,2014,99783556.0,2014-10-17
Fury,Action,2014,211822697.0,2014-10-17
Whiplash,Drama,2014,49396747.0,2014-10-15
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,2014,100654149.0,2014-10-10
'71,Action,2014,3062178.0,2014-10-10
The Judge,Crime,2014,84419388.0,2014-10-10
Addicted,Drama,2014,17534314.0,2014-10-10
Dracula Untold,Action,2014,217124280.0,2014-10-10
Effie Gray,Biography,2014,721143.0,2014-10-10
Kill the Messenger,Biography,2014,5218973.0,2014-10-09
Mommy,Drama,2014,13156856.0,2014-10-08
Left Behind,Action,2014,27405896.0,2014-10-03
Annabelle,Horror,2014,257579282.0,2014-10-03
Gone Girl,Drama,2014,369330363.0,2014-10-03
Horns,Comedy,2013,3875442.0,2014-10-03
Two Night Stand,Comedy,2014,492332.0,2014-09-26
The Equalizer,Action,2014,192330738.0,2014-09-26
White Bird in a Blizzard,Drama,2014,469701.0,2014-09-25
Tusk,Comedy,2014,1882074.0,2014-09-19
I Origins,Drama,2014,481234.0,2014-09-19
This Is Where I Leave You,Comedy,2014,41296320.0,2014-09-19
A Walk Among the Tombstones,Action,2014,58834384.0,2014-09-19
The Maze Runner,Action,2014,348319861.0,2014-09-19
No Good Deed,Thriller,2014,54323210.0,2014-09-12
Honeymoon,Drama,2014,24343.0,2014-09-12
The Drop,Crime,2014,18658381.0,2014-09-12
The Guest,Action,2014,2700051.0,2014-09-05
Frank,Comedy,2014,1897363.0,2014-09-05
Barefoot,Comedy,2014,15071.0,2014-09-04
"As Above, So Below",Horror,2014,41898409.0,2014-08-29
Life of Crime,Comedy,2013,1456675.0,2014-08-29
The November Man,Action,2014,39661919.0,2014-08-27
Starred Up,Crime,2013,3025189.0,2014-08-26
Sin City: A Dame to Kill for,Action,2014,39407616.0,2014-08-22
If I Stay,Drama,2014,78274843.0,2014-08-22
Wild Tales,Comedy,2014,30642704.0,2014-08-21
Clouds of Sils Maria,Drama,2014,4728401.0,2014-08-20
The Zero Theorem,Comedy,2013,1486506.0,2014-08-19
Magic in the Moonlight,Comedy,2014,51029361.0,2014-08-15
The Expendables 3,Action,2014,214657577.0,2014-08-15
What If,Comedy,2013,8526288.0,2014-08-15
The Giver,Drama,2014,66980456.0,2014-08-15
Boyhood,Drama,2014,48137666.0,2014-08-15
Hector and the Search for Happiness,Adventure,2014,6337728.0,2014-08-14
Let's Be Cops,Action,2014,138224951.0,2014-08-13
Into the Storm,Action,2014,161502194.0,2014-08-08
The One I Love,Comedy,2014,596933.0,2014-08-08
Teenage Mutant Ninja Turtles,Action,2014,485004754.0,2014-08-08
The Hundred-Foot Journey,Comedy,2014,89514453.0,2014-08-08
Step Up All in,Drama,2014,86165646.0,2014-08-08
Coherence,Drama,2013,139745.0,2014-08-06
A Most Wanted Man,Crime,2014,36233517.0,2014-08-01
Guardians of the Galaxy,Action,2014,773350147.0,2014-08-01
Get on Up,Biography,2014,33448971.0,2014-08-01
Hercules,Action,2014,244819862.0,2014-07-25
Lucy,Action,2014,458863600.0,2014-07-25
Wish I Was Here,Comedy,2014,5670776.0,2014-07-25
And So It Goes,Comedy,2014,25419147.0,2014-07-25
The Congress,Animation,2013,758754.0,2014-07-24
Planes: Fire & Rescue,Animation,2014,146965787.0,2014-07-18
The Purge: Anarchy,Action,2014,111928365.0,2014-07-18
Sex Tape,Comedy,2014,126069509.0,2014-07-18
Dawn of the Planet of the Apes,Action,2014,710644566.0,2014-07-11
Snowpiercer,Action,2013,86758912.0,2014-07-11
Begin Again,Comedy,2013,65652908.0,2014-07-11
The Signal,Drama,2014,2595622.0,2014-07-10
Blue Ruin,Crime,2013,993313.0,2014-07-09
Deliver Us from Evil,Action,2014,87937815.0,2014-07-02
Tammy,Comedy,2014,100375432.0,2014-07-02
Transformers: Age of Extinction,Action,2014,1104054072.0,2014-06-27
Jersey Boys,Biography,2014,67647013.0,2014-06-20
The Rover,Action,2014,2510007.0,2014-06-20
A Summer's Tale,Comedy,1996,198126.0,2014-06-20
Think Like a Man Too,Comedy,2014,70181428.0,2014-06-20
How to Train Your Dragon 2,Animation,2014,621537519.0,2014-06-13
22 Jump Street,Action,2014,331333876.0,2014-06-13
Belle,Biography,2013,16607575.0,2014-06-13
Winter Sleep,Drama,2014,4018705.0,2014-06-12
The Fault in Our Stars,Drama,2014,307166834.0,2014-06-06
Edge of Tomorrow,Action,2014,370541256.0,2014-06-06
A Long Way Down,Comedy,2014,7257942.0,2014-06-05
A Million Ways to Die in the West,Comedy,2014,87189756.0,2014-05-30
The Grand Seduction,Comedy,2013,4292517.0,2014-05-30
Maleficent,Action,2014,758411779.0,2014-05-30
Chef,Adventure,2014,48428048.0,2014-05-30
Blended,Comedy,2014,127994610.0,2014-05-23
The Immigrant,Drama,2013,5952884.0,2014-05-23
X-Men: Days of Future Past,Action,2014,746045700.0,2014-05-23
The Love Punch,Comedy,2013,8366493.0,2014-05-23
"Two Days, One Night",Drama,2014,9016922.0,2014-05-21
The Homesman,Drama,2014,3819421.0,2014-05-18
Million Dollar Arm,Biography,2014,38483455.0,2014-05-16
Godzilla,Action,2014,524976069.0,2014-05-16
Neighbors,Comedy,2014,270665134.0,2014-05-09
Palo Alto,Drama,2013,919591.0,2014-05-09
The Amazing Spider-Man 2,Action,2014,708982323.0,2014-05-02
Paper Man,Comedy,2009,13514.0,2014-05-01
Walk of Shame,Comedy,2014,8122990.0,2014-05-01
The Other Woman,Comedy,2014,196710396.0,2014-04-25
Brick Mansions,Action,2014,71416730.0,2014-04-25
The Quiet Ones,Horror,2014,17835162.0,2014-04-25
Young & Beautiful,Drama,2013,9757417.0,2014-04-25
Filth,Comedy,2013,8417248.0,2014-04-24
Locke,Drama,2013,5090608.0,2014-04-18
Transcendence,Action,2014,103039258.0,2014-04-18
A Haunted House 2,Comedy,2014,25358716.0,2014-04-18
Heaven Is for Real,Biography,2014,101982712.0,2014-04-16
Calvary,Drama,2014,16887741.0,2014-04-11
Draft Day,Drama,2014,29824199.0,2014-04-11
Knights of Badassdom,Action,2013,123854.0,2014-04-11
The Raid 2,Action,2014,6566916.0,2014-04-11
Rio 2,Animation,2014,498781117.0,2014-04-11
Oculus,Horror,2013,44459951.0,2014-04-11
Joe,Crime,2013,2431443.0,2014-04-11
The Double,Comedy,2013,1662515.0,2014-04-04
Captain America: The Winter Soldier,Action,2014,714421503.0,2014-04-04
In Secret,Crime,2013,652228.0,2014-04-03
The Grand Budapest Hotel,Adventure,2014,172945750.0,2014-03-28
Sabotage,Action,2014,22126842.0,2014-03-28
Bad Words,Comedy,2013,7804337.0,2014-03-28
Noah,Action,2014,359200044.0,2014-03-28
Muppets Most Wanted,Adventure,2014,80383113.0,2014-03-21
God's Not Dead,Drama,2014,64676349.0,2014-03-21
Divergent,Action,2014,288885818.0,2014-03-21
Nymphomaniac: Vol. II,Drama,2013,4934725.0,2014-03-20
Under the Skin,Drama,2013,5866389.0,2014-03-14
Need for Speed,Action,2014,203277636.0,2014-03-14
The Great Beauty,Drama,2013,24665023.0,2014-03-14
Veronica Mars,Crime,2014,3485383.0,2014-03-13
300: Rise of an Empire,Action,2014,337580051.0,2014-03-07
Mr. Peabody & Sherman,Animation,2014,275698039.0,2014-03-07
Tracks,Adventure,2013,5853509.0,2014-03-06
Nymphomaniac: Vol. I,Drama,2013,13551156.0,2014-03-06
Non-Stop,Action,2014,222809600.0,2014-02-28
Pompeii,Action,2014,117831631.0,2014-02-21
3 Days to Kill,Action,2014,53260230.0,2014-02-21
The Wind Rises,Animation,2013,136533257.0,2014-02-21
Endless Love,Drama,2014,34718173.0,2014-02-14
Winter's Tale,Drama,2014,30800231.0,2014-02-14
RoboCop,Action,2014,242688965.0,2014-02-12
The Monuments Men,Comedy,2014,156706638.0,2014-02-07
The Lego Movie,Animation,2014,468060692.0,2014-02-07
Vampire Academy,Action,2014,15642346.0,2014-02-07
Enemy,Drama,2013,3468224.0,2014-02-06
Labor Day,Drama,2013,20275812.0,2014-01-31
That Awkward Moment,Comedy,2014,45640143.0,2014-01-31
Anna,Drama,2013,1257142.0,2014-01-24
"I, Frankenstein",Action,2014,76801179.0,2014-01-24
Nebraska,Adventure,2013,27682872.0,2014-01-24
Jack Ryan: Shadow Recruit,Action,2014,135503748.0,2014-01-17
Ride Along,Action,2014,154468902.0,2014-01-17
Her,Drama,2013,48517427.0,2014-01-10
Lone Survivor,Action,2013,154802912.0,2014-01-10
August: Osage County,Comedy,2013,74188937.0,2014-01-10
The Legend of Hercules,Action,2014,61279452.0,2014-01-10
Inside Llewyn Davis,Comedy,2013,32960249.0,2014-01-10
The Best Offer,Crime,2013,20919703.0,2014-01-01
